"249180010","PSZCZYNA","2003","02","01",-6.2,"",.0,"8",.7,"",3.0,""
"249180010","PSZCZYNA","2003","02","02",-11.0,"",.0,"8",.0,"",2.7,""
"249180010","PSZCZYNA","2003","02","03",-4.2,"",.0,"8",3.7,"",7.3,""
"249180010","PSZCZYNA","2003","02","04",-1.1,"",.0,"8",.3,"",8.0,""
"249180010","PSZCZYNA","2003","02","05",-3.1,"",.0,"8",1.0,"",8.0,""
"249180010","PSZCZYNA","2003","02","06",-3.6,"",.0,"8",1.7,"",8.0,""
"249180010","PSZCZYNA","2003","02","07",-5.2,"",.0,"8",1.3,"",8.0,""
"249180010","PSZCZYNA","2003","02","08",-4.2,"",.0,"8",.7,"",8.0,""
"249180010","PSZCZYNA","2003","02","09",-4.5,"",.0,"8",1.0,"",8.0,""
"249180010","PSZCZYNA","2003","02","10",-4.4,"",.0,"8",1.3,"",8.0,""
"249180010","PSZCZYNA","2003","02","11",-5.0,"",.0,"8",1.3,"",7.0,""
"249180010","PSZCZYNA","2003","02","12",-10.7,"",.0,"8",1.7,"",2.7,""
"249180010","PSZCZYNA","2003","02","13",-14.3,"",.0,"8",.7,"",.0,""
"249180010","PSZCZYNA","2003","02","14",-11.7,"",.0,"8",1.0,"",5.0,""
"249180010","PSZCZYNA","2003","02","15",-6.2,"",.0,"8",1.0,"",7.3,""
"249180010","PSZCZYNA","2003","02","16",-4.3,"",.0,"8",2.0,"",8.0,""
"249180010","PSZCZYNA","2003","02","17",-8.2,"",.0,"8",1.0,"",3.7,""
"249180010","PSZCZYNA","2003","02","18",-9.6,"",.0,"8",.7,"",8.0,""
"249180010","PSZCZYNA","2003","02","19",-5.0,"",.0,"8",.7,"",8.0,""
"249180010","PSZCZYNA","2003","02","20",-1.9,"",.0,"8",.3,"",7.3,""
"249180010","PSZCZYNA","2003","02","21",-2.1,"",.0,"8",1.3,"",3.7,""
"249180010","PSZCZYNA","2003","02","22",-4.0,"",.0,"8",1.0,"",3.0,""
"249180010","PSZCZYNA","2003","02","23",-5.1,"",.0,"8",1.0,"",1.0,""
"249180010","PSZCZYNA","2003","02","24",-4.4,"",.0,"8",.0,"",.3,""
"249180010","PSZCZYNA","2003","02","25",-4.2,"",.0,"8",1.0,"",.0,""
"249180010","PSZCZYNA","2003","02","26",-2.8,"",.0,"8",.7,"",2.7,""
"249180010","PSZCZYNA","2003","02","27",-1.6,"",.0,"8",1.0,"",1.7,""
"249180010","PSZCZYNA","2003","02","28",2.5,"",.0,"8",1.7,"",3.0,""
"249180130","CIESZYN","2003","02","01",-5.4,"",84.8,"",1.0,"",5.3,""
"249180130","CIESZYN","2003","02","02",-11.6,"",64.5,"",.7,"",.0,""
"249180130","CIESZYN","2003","02","03",-3.8,"",77.5,"",7.7,"",7.0,""
"249180130","CIESZYN","2003","02","04",-.8,"",90.0,"",1.3,"",8.0,""
"249180130","CIESZYN","2003","02","05",-2.6,"",93.0,"",1.7,"",7.7,""
"249180130","CIESZYN","2003","02","06",-3.5,"",91.5,"",1.7,"",8.0,""
"249180130","CIESZYN","2003","02","07",-4.8,"",89.5,"",2.3,"",8.0,""
