i,date,pm10,station_code,station_name,max_temp,min_temp,mean_temp,min_ground_temp,sum_precipitation,type_precipitation,show_height
1143,2004-02-18,34.875,250190390,KRAKÓW-OBSERWATORIUM,3.1,0.7,1.5,-0.2,0.2,S,7
1144,2004-02-19,40.88,250190390,KRAKÓW-OBSERWATORIUM,1.9,-1.6,-0.6,-2.6,0.2,S,4
1145,2004-02-20,84.875,250190390,KRAKÓW-OBSERWATORIUM,-1.6,-8.3,-5.8,-9.6,0.0,W,4
1146,2004-02-21,82.833,250190390,KRAKÓW-OBSERWATORIUM,5.5,-9.2,-3.4,-11.2,0.0,W,4
1147,2004-02-22,75.917,250190390,KRAKÓW-OBSERWATORIUM,6.7,-1.5,2.7,-4.5,0.6,S,4
1148,2004-02-23,46.936,250190390,KRAKÓW-OBSERWATORIUM,3.6,-0.7,0.7,-0.7,10.9,S,0
1149,2004-02-24,69.708,250190390,KRAKÓW-OBSERWATORIUM,0.7,-1.9,-1.1,-2.5,0.7,S,14
1150,2004-02-25,104.083,250190390,KRAKÓW-OBSERWATORIUM,2.9,-6.3,-2.6,-13.4,0.0,W,11
1151,2004-02-26,126.833,250190390,KRAKÓW-OBSERWATORIUM,4.1,-6.6,-2.1,-11.7,3.5,S,9
1152,2004-02-27,75.042,250190390,KRAKÓW-OBSERWATORIUM,0.9,-1.1,-0.3,-1.9,5.5,S,11
1153,2004-02-28,85.5915,250190390,KRAKÓW-OBSERWATORIUM,1.5,-1.4,-0.3,-1.8,3.4,S,18
1154,2004-02-29,39.917,250190390,KRAKÓW-OBSERWATORIUM,0.0,-3.2,-2.2,-6.5,7.6,S,19
1155,2004-03-01,42.478,250190390,KRAKÓW-OBSERWATORIUM,-1.0,-3.5,-2.7,-4.2,0.4,S,30
1156,2004-03-02,57.417,250190390,KRAKÓW-OBSERWATORIUM,0.9,-6.9,-2.5,-14.4,1.2,S,23
1157,2004-03-03,,250190390,KRAKÓW-OBSERWATORIUM,4.5,-0.9,1.1,-0.9,2.3,S,21
1158,2004-03-04,20.54,250190390,KRAKÓW-OBSERWATORIUM,-0.2,-3.8,-2.7,-6.2,0.8,S,20
1159,2004-03-05,91.391,250190390,KRAKÓW-OBSERWATORIUM,-2.7,-7.8,-6.0,-13.2,0.0,W,22
1160,2004-03-06,175.708,250190390,KRAKÓW-OBSERWATORIUM,1.3,-14.3,-7.2,-19.1,0.0,W,21
1161,2004-03-07,157.042,250190390,KRAKÓW-OBSERWATORIUM,4.0,-8.2,-1.9,-12.2,0.0,,18
1162,2004-03-08,131.304,250190390,KRAKÓW-OBSERWATORIUM,2.9,-2.3,0.3,-5.4,0.6,S,16
1163,2004-03-09,46.545,250190390,KRAKÓW-OBSERWATORIUM,1.1,-0.7,0.2,-1.3,1.2,S,15
1164,2004-03-10,65.708,250190390,KRAKÓW-OBSERWATORIUM,3.3,0.6,1.9,-0.1,0.1,W,15
1165,2004-03-11,95.083,250190390,KRAKÓW-OBSERWATORIUM,5.8,0.2,2.0,-1.2,0.0,,12
1166,2004-03-12,112.042,250190390,KRAKÓW-OBSERWATORIUM,5.3,-2.8,0.6,-5.0,0.0,,11
1167,2004-03-13,127.5,250190390,KRAKÓW-OBSERWATORIUM,10.5,-1.7,3.4,-4.6,0.0,,6
1168,2004-03-14,101.315,250190390,KRAKÓW-OBSERWATORIUM,12.7,-0.1,4.7,-2.4,0.0,,0
1169,2004-03-15,91.958,250190390,KRAKÓW-OBSERWATORIUM,13.2,0.1,5.8,-2.7,0.0,,0
1170,2004-03-16,107.542,250190390,KRAKÓW-OBSERWATORIUM,15.7,6.4,10.6,5.0,0.0,,0
1171,2004-03-17,114.667,250190390,KRAKÓW-OBSERWATORIUM,15.5,9.8,12.1,7.6,0.0,W,0
1172,2004-03-18,121.625,250190390,KRAKÓW-OBSERWATORIUM,21.2,3.2,11.2,-0.2,0.0,,0
1173,2004-03-19,126.1325,250190390,KRAKÓW-OBSERWATORIUM,19.8,6.4,12.1,2.6,0.2,W,0
1174,2004-03-20,52.5,250190390,KRAKÓW-OBSERWATORIUM,15.0,7.7,11.2,7.2,4.2,W,0
1175,2004-03-21,,250190390,KRAKÓW-OBSERWATORIUM,16.7,9.8,12.9,7.7,3.5,W,0
1176,2004-03-22,41.952,250190390,KRAKÓW-OBSERWATORIUM,13.2,7.9,9.8,5.2,0.0,,0
1177,2004-03-23,96.87,250190390,KRAKÓW-OBSERWATORIUM,13.2,0.6,6.6,-2.8,6.1,W,0
1178,2004-03-24,70.4015,250190390,KRAKÓW-OBSERWATORIUM,12.5,7.9,9.8,5.5,1.3,W,0
1179,2004-03-25,33.5,250190390,KRAKÓW-OBSERWATORIUM,10.9,1.5,5.1,0.8,29.5,S,0
1180,2004-03-26,35.6,250190390,KRAKÓW-OBSERWATORIUM,1.9,0.3,0.9,-0.2,2.8,S,8
1181,2004-03-27,37.833,250190390,KRAKÓW-OBSERWATORIUM,2.2,0.5,1.0,-0.2,8.8,S,5
1182,2004-03-28,58.667,250190390,KRAKÓW-OBSERWATORIUM,4.3,0.1,1.8,-0.2,1.4,S,4
1183,2004-03-29,74.165,250190390,KRAKÓW-OBSERWATORIUM,8.5,1.4,4.8,-1.1,0.2,W,0
1184,2004-03-30,,250190390,KRAKÓW-OBSERWATORIUM,11.2,2.7,6.2,0.3,0.0,,0
1185,2004-03-31,,250190390,KRAKÓW-OBSERWATORIUM,14.4,-0.5,6.7,-3.9,0.0,,0
1186,2004-04-01,79.292,250190390,KRAKÓW-OBSERWATORIUM,13.7,2.9,7.7,-1.4,0.0,,0
1187,2004-04-02,86.792,250190390,KRAKÓW-OBSERWATORIUM,10.0,0.3,4.3,-1.4,0.0,,0
1188,2004-04-03,99.7625,250190390,KRAKÓW-OBSERWATORIUM,14.5,-1.2,5.6,-3.2,0.0,W,0
1189,2004-04-04,81.708,250190390,KRAKÓW-OBSERWATORIUM,18.3,3.9,10.7,0.9,0.0,W,0
1190,2004-04-05,48.318,250190390,KRAKÓW-OBSERWATORIUM,15.7,9.2,11.2,5.7,0.2,W,0
1191,2004-04-06,36.957,250190390,KRAKÓW-OBSERWATORIUM,13.8,4.8,9.0,2.0,4.1,W,0
1192,2004-04-07,30.913,250190390,KRAKÓW-OBSERWATORIUM,10.8,5.6,7.1,3.3,9.9,W,0
1193,2004-04-08,39.8355,250190390,KRAKÓW-OBSERWATORIUM,10.4,4.5,6.4,1.8,1.4,W,0
1194,2004-04-09,56.0,250190390,KRAKÓW-OBSERWATORIUM,13.2,1.3,7.1,-1.8,0.0,,0
1195,2004-04-10,67.875,250190390,KRAKÓW-OBSERWATORIUM,15.3,0.3,7.7,-2.7,0.0,,0
1196,2004-04-11,44.913,250190390,KRAKÓW-OBSERWATORIUM,12.8,5.8,8.2,5.4,2.1,W,0
1197,2004-04-12,42.773,250190390,KRAKÓW-OBSERWATORIUM,12.9,2.6,7.0,0.3,0.0,,0
1198,2004-04-13,40.694,250190390,KRAKÓW-OBSERWATORIUM,13.9,1.7,8.1,-2.1,0.0,,0
1199,2004-04-14,36.583,250190390,KRAKÓW-OBSERWATORIUM,12.7,3.4,7.7,0.4,0.0,,0
1200,2004-04-15,84.5,250190390,KRAKÓW-OBSERWATORIUM,17.4,0.5,9.0,-3.4,0.0,,0
1201,2004-04-16,84.652,250190390,KRAKÓW-OBSERWATORIUM,16.6,3.8,9.9,0.1,0.2,W,0
1202,2004-04-17,73.542,250190390,KRAKÓW-OBSERWATORIUM,12.9,5.8,9.2,2.5,0.6,W,0
1203,2004-04-18,36.715,250190390,KRAKÓW-OBSERWATORIUM,17.5,6.7,11.7,5.2,0.0,,0
1204,2004-04-19,63.739,250190390,KRAKÓW-OBSERWATORIUM,20.1,9.2,13.8,6.0,0.2,W,0
1205,2004-04-20,94.958,250190390,KRAKÓW-OBSERWATORIUM,21.5,8.7,14.0,4.9,0.0,,0
1206,2004-04-21,64.818,250190390,KRAKÓW-OBSERWATORIUM,21.3,7.7,13.8,4.3,0.0,W,0
1207,2004-04-22,79.583,250190390,KRAKÓW-OBSERWATORIUM,20.4,7.2,13.6,4.5,0.0,W,0
1208,2004-04-23,58.083,250190390,KRAKÓW-OBSERWATORIUM,19.3,10.0,13.8,7.3,0.1,W,0
1209,2004-04-24,45.773,250190390,KRAKÓW-OBSERWATORIUM,14.5,7.8,10.3,5.5,8.4,W,0
1210,2004-04-25,27.0,250190390,KRAKÓW-OBSERWATORIUM,9.2,7.3,7.8,7.3,1.8,W,0
1211,2004-04-26,71.875,250190390,KRAKÓW-OBSERWATORIUM,13.2,4.4,8.5,1.3,0.0,,0
1212,2004-04-27,76.565,250190390,KRAKÓW-OBSERWATORIUM,15.4,3.4,9.4,1.1,0.0,,0
1213,2004-04-28,95.625,250190390,KRAKÓW-OBSERWATORIUM,14.7,7.2,10.8,5.4,3.3,W,0
1214,2004-04-29,72.208,250190390,KRAKÓW-OBSERWATORIUM,17.9,9.1,12.9,7.1,0.0,W,0
1215,2004-04-30,75.542,250190390,KRAKÓW-OBSERWATORIUM,18.8,9.1,13.6,7.2,0.0,W,0
1216,2004-05-01,89.625,250190390,KRAKÓW-OBSERWATORIUM,22.8,8.2,14.5,6.0,0.2,W,0
1217,2004-05-02,52.348,250190390,KRAKÓW-OBSERWATORIUM,21.5,11.2,15.0,8.8,14.3,W,0
1218,2004-05-03,33.7185,250190390,KRAKÓW-OBSERWATORIUM,19.2,10.7,14.6,9.3,0.5,W,0
1219,2004-05-04,53.958,250190390,KRAKÓW-OBSERWATORIUM,25.3,9.3,17.2,7.6,0.6,W,0
1220,2004-05-05,49.917,250190390,KRAKÓW-OBSERWATORIUM,23.7,13.9,17.7,11.2,0.7,W,0
1221,2004-05-06,56.125,250190390,KRAKÓW-OBSERWATORIUM,23.2,9.8,14.9,7.8,13.6,W,0
1222,2004-05-07,40.708,250190390,KRAKÓW-OBSERWATORIUM,19.3,11.1,14.1,9.9,2.8,W,0
1223,2004-05-08,25.457,250190390,KRAKÓW-OBSERWATORIUM,17.8,8.9,12.6,8.2,0.0,,0
1224,2004-05-09,33.714,250190390,KRAKÓW-OBSERWATORIUM,18.7,8.2,13.2,7.3,0.0,,0
1225,2004-05-10,35.091,250190390,KRAKÓW-OBSERWATORIUM,14.8,8.2,11.6,6.5,0.0,W,0
1226,2004-05-11,43.125,250190390,KRAKÓW-OBSERWATORIUM,17.2,10.4,13.6,8.4,10.6,W,0
1227,2004-05-12,57.375,250190390,KRAKÓW-OBSERWATORIUM,18.8,10.2,13.7,9.2,0.2,W,0
1228,2004-05-13,42.549,250190390,KRAKÓW-OBSERWATORIUM,14.2,9.7,11.5,7.8,8.9,W,0
1229,2004-05-14,48.957,250190390,KRAKÓW-OBSERWATORIUM,13.9,7.2,9.9,6.9,0.0,,0
1230,2004-05-15,39.583,250190390,KRAKÓW-OBSERWATORIUM,15.2,3.5,8.9,2.3,4.1,W,0
1231,2004-05-16,36.5,250190390,KRAKÓW-OBSERWATORIUM,13.1,7.6,10.3,7.2,0.8,W,0
1232,2004-05-17,36.545,250190390,KRAKÓW-OBSERWATORIUM,17.9,5.5,12.1,4.3,0.0,,0
1233,2004-05-18,40.635,250190390,KRAKÓW-OBSERWATORIUM,18.5,10.8,14.4,9.4,1.3,W,0
1234,2004-05-19,45.364,250190390,KRAKÓW-OBSERWATORIUM,21.4,11.8,16.1,10.3,0.0,,0
1235,2004-05-20,42.167,250190390,KRAKÓW-OBSERWATORIUM,20.3,11.2,15.9,8.8,0.0,,0
1236,2004-05-21,54.217,250190390,KRAKÓW-OBSERWATORIUM,22.1,9.2,14.8,7.3,4.9,W,0
1237,2004-05-22,35.0,250190390,KRAKÓW-OBSERWATORIUM,14.8,6.1,9.5,5.8,0.8,W,0
1238,2004-05-23,29.429,250190390,KRAKÓW-OBSERWATORIUM,11.2,5.9,8.1,4.3,1.6,W,0
1239,2004-05-24,33.708,250190390,KRAKÓW-OBSERWATORIUM,15.1,4.0,9.8,3.0,0.3,W,0
1240,2004-05-25,42.917,250190390,KRAKÓW-OBSERWATORIUM,14.2,6.1,10.8,3.8,0.2,W,0
1241,2004-05-26,53.6,250190390,KRAKÓW-OBSERWATORIUM,18.7,8.9,13.8,7.6,0.1,W,0
1242,2004-05-27,45.75,250190390,KRAKÓW-OBSERWATORIUM,18.0,9.9,13.3,7.1,0.0,,0
1243,2004-05-28,43.52,250190390,KRAKÓW-OBSERWATORIUM,18.0,4.8,12.2,3.4,0.4,W,0
1244,2004-05-29,45.045,250190390,KRAKÓW-OBSERWATORIUM,16.2,11.2,13.6,10.1,0.0,,0
1245,2004-05-30,50.917,250190390,KRAKÓW-OBSERWATORIUM,20.9,6.7,14.0,4.8,0.0,,0
1246,2004-05-31,78.667,250190390,KRAKÓW-OBSERWATORIUM,22.7,7.7,15.6,6.2,0.0,,0
1247,2004-06-01,89.105,250190390,KRAKÓW-OBSERWATORIUM,23.4,9.5,17.0,7.2,0.0,,0
1248,2004-06-02,63.44,250190390,KRAKÓW-OBSERWATORIUM,21.5,12.6,15.6,10.9,3.1,W,0
1249,2004-06-03,52.087,250190390,KRAKÓW-OBSERWATORIUM,22.7,13.5,17.5,12.4,0.0,,0
1250,2004-06-04,66.458,250190390,KRAKÓW-OBSERWATORIUM,21.2,12.4,16.4,10.7,0.4,W,0
1251,2004-06-05,43.087,250190390,KRAKÓW-OBSERWATORIUM,20.6,13.3,15.8,12.4,8.0,W,0
1252,2004-06-06,45.625,250190390,KRAKÓW-OBSERWATORIUM,21.2,12.3,16.6,11.4,0.0,,0
1253,2004-06-07,45.8085,250190390,KRAKÓW-OBSERWATORIUM,22.8,12.7,17.6,11.1,0.0,,0
1254,2004-06-08,67.714,250190390,KRAKÓW-OBSERWATORIUM,26.1,11.6,19.2,10.0,14.6,W,0
1255,2004-06-09,54.1,250190390,KRAKÓW-OBSERWATORIUM,23.0,13.1,17.2,11.9,0.0,W,0
1256,2004-06-10,45.913,250190390,KRAKÓW-OBSERWATORIUM,25.2,11.7,17.4,9.7,3.2,W,0
1257,2004-06-11,61.667,250190390,KRAKÓW-OBSERWATORIUM,19.5,17.1,18.1,16.3,5.3,W,0
1258,2004-06-12,27.365,250190390,KRAKÓW-OBSERWATORIUM,21.4,14.9,17.5,13.2,11.7,W,0
1259,2004-06-13,34.583,250190390,KRAKÓW-OBSERWATORIUM,20.3,13.2,16.2,12.7,1.4,W,0
1260,2004-06-14,40.043,250190390,KRAKÓW-OBSERWATORIUM,23.0,10.2,17.1,8.3,0.0,,0
1261,2004-06-15,39.75,250190390,KRAKÓW-OBSERWATORIUM,25.4,14.5,19.9,12.2,2.0,W,0
1262,2004-06-16,,250190390,KRAKÓW-OBSERWATORIUM,22.4,12.3,16.0,11.2,2.2,W,0
1263,2004-06-17,25.17,250190390,KRAKÓW-OBSERWATORIUM,19.9,9.9,15.1,7.7,0.0,,0
1264,2004-06-18,39.458,250190390,KRAKÓW-OBSERWATORIUM,20.8,11.8,15.9,9.0,4.0,W,0
1265,2004-06-19,40.476,250190390,KRAKÓW-OBSERWATORIUM,24.0,12.2,18.4,10.0,13.4,W,0
1266,2004-06-20,31.542,250190390,KRAKÓW-OBSERWATORIUM,21.7,14.3,16.5,13.2,9.6,W,0
1267,2004-06-21,39.0,250190390,KRAKÓW-OBSERWATORIUM,18.2,13.2,15.3,12.5,0.2,W,0
1268,2004-06-22,37.53,250190390,KRAKÓW-OBSERWATORIUM,24.2,8.2,16.5,7.0,0.0,,0
1269,2004-06-23,66.826,250190390,KRAKÓW-OBSERWATORIUM,28.2,13.9,20.9,11.7,0.0,W,0
1270,2004-06-24,50.043,250190390,KRAKÓW-OBSERWATORIUM,26.7,17.3,21.7,15.7,0.0,W,0
1271,2004-06-25,47.542,250190390,KRAKÓW-OBSERWATORIUM,23.6,13.2,17.3,10.8,0.0,W,0
1272,2004-06-26,41.913,250190390,KRAKÓW-OBSERWATORIUM,19.8,11.2,15.1,8.7,1.3,W,0
1273,2004-06-27,39.957,250190390,KRAKÓW-OBSERWATORIUM,22.2,10.2,16.0,8.1,0.0,W,0
1274,2004-06-28,41.348,250190390,KRAKÓW-OBSERWATORIUM,25.7,12.8,19.0,10.2,0.3,W,0
1275,2004-06-29,43.375,250190390,KRAKÓW-OBSERWATORIUM,21.7,13.0,16.2,11.2,0.5,W,0
1276,2004-06-30,41.792,250190390,KRAKÓW-OBSERWATORIUM,20.8,12.2,16.4,10.0,0.0,W,0
1277,2004-07-01,59.542,250190390,KRAKÓW-OBSERWATORIUM,26.4,10.7,18.4,8.2,4.6,W,0
1278,2004-07-02,29.094,250190390,KRAKÓW-OBSERWATORIUM,21.2,14.3,16.8,12.7,0.0,W,0
1279,2004-07-03,31.273,250190390,KRAKÓW-OBSERWATORIUM,22.1,9.7,16.2,7.4,0.7,W,0
1280,2004-07-04,26.565,250190390,KRAKÓW-OBSERWATORIUM,22.9,10.7,17.0,8.5,1.7,W,0
1281,2004-07-05,46.217,250190390,KRAKÓW-OBSERWATORIUM,27.9,13.7,19.6,12.6,0.2,W,0
1282,2004-07-06,43.609,250190390,KRAKÓW-OBSERWATORIUM,20.8,14.2,16.9,12.8,0.8,W,0
1283,2004-07-07,35.566,250190390,KRAKÓW-OBSERWATORIUM,23.4,10.2,16.7,7.9,0.6,W,0
1284,2004-07-08,72.042,250190390,KRAKÓW-OBSERWATORIUM,28.6,13.5,20.8,12.7,0.0,,0
1285,2004-07-09,61.292,250190390,KRAKÓW-OBSERWATORIUM,31.4,16.4,21.3,14.9,2.4,W,0
1286,2004-07-10,42.619,250190390,KRAKÓW-OBSERWATORIUM,23.8,13.8,18.3,12.2,0.9,W,0
1287,2004-07-11,27.318,250190390,KRAKÓW-OBSERWATORIUM,23.4,12.4,17.4,11.2,7.3,W,0
1288,2004-07-12,23.6815,250190390,KRAKÓW-OBSERWATORIUM,20.6,12.1,15.4,11.3,0.0,W,0
1289,2004-07-13,35.348,250190390,KRAKÓW-OBSERWATORIUM,19.4,12.9,15.4,11.2,4.8,W,0
1290,2004-07-14,35.542,250190390,KRAKÓW-OBSERWATORIUM,17.0,12.2,14.2,10.8,1.4,W,0
1291,2004-07-15,47.75,250190390,KRAKÓW-OBSERWATORIUM,18.9,11.0,14.6,9.7,3.2,W,0
1292,2004-07-16,48.917,250190390,KRAKÓW-OBSERWATORIUM,24.1,12.6,17.8,10.2,5.6,W,0
1293,2004-07-17,37.581,250190390,KRAKÓW-OBSERWATORIUM,27.4,16.8,21.5,15.2,0.0,,0
1294,2004-07-18,58.947,250190390,KRAKÓW-OBSERWATORIUM,31.1,15.2,22.0,13.3,0.0,,0
1295,2004-07-19,60.455,250190390,KRAKÓW-OBSERWATORIUM,29.6,16.8,22.7,15.2,9.3,W,0
1296,2004-07-20,81.167,250190390,KRAKÓW-OBSERWATORIUM,30.2,16.9,23.3,15.5,0.0,,0
1297,2004-07-21,69.652,250190390,KRAKÓW-OBSERWATORIUM,30.5,18.8,24.4,17.6,0.0,W,0
1298,2004-07-22,48.134,250190390,KRAKÓW-OBSERWATORIUM,30.6,17.8,23.4,16.2,0.0,,0
1299,2004-07-23,55.609,250190390,KRAKÓW-OBSERWATORIUM,25.4,17.6,20.7,16.5,12.9,W,0
1300,2004-07-24,52.0,250190390,KRAKÓW-OBSERWATORIUM,28.5,17.2,22.1,16.3,0.0,W,0
1301,2004-07-25,42.952,250190390,KRAKÓW-OBSERWATORIUM,24.2,18.0,20.9,17.1,0.1,W,0
1302,2004-07-26,69.625,250190390,KRAKÓW-OBSERWATORIUM,23.9,14.2,18.1,12.6,6.1,W,0
1303,2004-07-27,30.710500000000003,250190390,KRAKÓW-OBSERWATORIUM,17.6,14.1,15.4,13.2,8.4,W,0
1304,2004-07-28,33.125,250190390,KRAKÓW-OBSERWATORIUM,17.2,13.2,14.3,12.4,26.2,W,0
1305,2004-07-29,27.286,250190390,KRAKÓW-OBSERWATORIUM,15.8,13.1,14.7,12.4,36.2,W,0
1306,2004-07-30,49.773,250190390,KRAKÓW-OBSERWATORIUM,23.8,15.3,18.9,14.6,0.0,,0
1307,2004-07-31,53.143,250190390,KRAKÓW-OBSERWATORIUM,26.9,11.9,18.7,10.3,0.0,,0
1308,2004-08-01,,250190390,KRAKÓW-OBSERWATORIUM,24.9,12.4,18.5,10.9,0.4,W,0
1309,2004-08-02,,250190390,KRAKÓW-OBSERWATORIUM,23.8,15.5,18.2,14.3,11.4,W,0
1310,2004-08-03,,250190390,KRAKÓW-OBSERWATORIUM,22.4,13.9,18.1,12.7,0.5,W,0
1311,2004-08-04,,250190390,KRAKÓW-OBSERWATORIUM,25.9,14.3,19.5,13.1,0.0,,0
1312,2004-08-05,,250190390,KRAKÓW-OBSERWATORIUM,22.5,16.6,18.8,14.9,0.0,,0
1313,2004-08-06,,250190390,KRAKÓW-OBSERWATORIUM,23.1,15.3,18.8,13.8,1.1,W,0
1314,2004-08-07,,250190390,KRAKÓW-OBSERWATORIUM,24.4,16.4,19.5,15.3,2.9,W,0
1315,2004-08-08,,250190390,KRAKÓW-OBSERWATORIUM,25.4,13.7,18.9,12.2,0.0,,0
1316,2004-08-09,,250190390,KRAKÓW-OBSERWATORIUM,26.3,13.6,18.3,12.2,1.7,W,0
1317,2004-08-10,,250190390,KRAKÓW-OBSERWATORIUM,27.3,13.8,19.4,13.0,0.3,W,0
1318,2004-08-11,,250190390,KRAKÓW-OBSERWATORIUM,27.5,14.5,20.3,13.2,0.0,,0
1319,2004-08-12,,250190390,KRAKÓW-OBSERWATORIUM,30.2,15.0,21.5,13.6,4.6,W,0
1320,2004-08-13,,250190390,KRAKÓW-OBSERWATORIUM,23.6,16.9,19.6,15.7,1.8,W,0
1321,2004-08-14,,250190390,KRAKÓW-OBSERWATORIUM,21.1,15.2,17.3,12.8,6.5,W,0
1322,2004-08-15,,250190390,KRAKÓW-OBSERWATORIUM,23.3,10.7,16.2,9.2,0.0,,0
1323,2004-08-16,,250190390,KRAKÓW-OBSERWATORIUM,27.2,11.1,18.3,9.7,0.0,,0
1324,2004-08-17,,250190390,KRAKÓW-OBSERWATORIUM,28.9,12.2,19.9,11.1,0.0,,0
1325,2004-08-18,,250190390,KRAKÓW-OBSERWATORIUM,30.6,13.7,21.1,12.1,0.0,,0
1326,2004-08-19,,250190390,KRAKÓW-OBSERWATORIUM,32.4,16.1,23.1,14.6,0.0,,0
1327,2004-08-20,,250190390,KRAKÓW-OBSERWATORIUM,30.9,17.6,22.3,16.3,1.2,W,0
1328,2004-08-21,,250190390,KRAKÓW-OBSERWATORIUM,23.4,16.5,19.2,15.2,3.7,W,0
1329,2004-08-22,,250190390,KRAKÓW-OBSERWATORIUM,21.3,15.4,17.1,14.2,0.4,W,0
1330,2004-08-23,,250190390,KRAKÓW-OBSERWATORIUM,22.2,10.8,15.5,9.5,0.0,,0
1331,2004-08-24,,250190390,KRAKÓW-OBSERWATORIUM,27.5,9.7,17.7,8.7,3.2,W,0
1332,2004-08-25,,250190390,KRAKÓW-OBSERWATORIUM,24.8,16.6,20.0,14.7,0.0,,0
1333,2004-08-26,,250190390,KRAKÓW-OBSERWATORIUM,23.4,12.7,17.4,11.3,4.3,W,0
1334,2004-08-27,,250190390,KRAKÓW-OBSERWATORIUM,20.9,14.3,16.8,13.6,0.0,,0
1335,2004-08-28,,250190390,KRAKÓW-OBSERWATORIUM,24.3,12.4,17.7,10.9,0.0,,0
1336,2004-08-29,,250190390,KRAKÓW-OBSERWATORIUM,28.4,13.8,20.0,11.8,0.2,W,0
1337,2004-08-30,,250190390,KRAKÓW-OBSERWATORIUM,26.8,15.3,20.0,13.7,8.7,W,0
1338,2004-08-31,,250190390,KRAKÓW-OBSERWATORIUM,20.7,13.4,15.8,12.7,1.6,W,0
1339,2004-09-01,,250190390,KRAKÓW-OBSERWATORIUM,22.8,9.1,14.5,7.7,0.0,,0
1340,2004-09-02,,250190390,KRAKÓW-OBSERWATORIUM,23.4,8.4,14.7,7.2,0.0,,0
1341,2004-09-03,,250190390,KRAKÓW-OBSERWATORIUM,25.2,8.4,15.7,7.1,0.0,,0
1342,2004-09-04,,250190390,KRAKÓW-OBSERWATORIUM,24.4,9.8,16.0,8.2,0.0,,0
1343,2004-09-05,,250190390,KRAKÓW-OBSERWATORIUM,22.8,16.1,18.0,15.7,0.0,,0
1344,2004-09-06,,250190390,KRAKÓW-OBSERWATORIUM,24.0,10.8,16.2,9.2,0.0,,0
1345,2004-09-07,,250190390,KRAKÓW-OBSERWATORIUM,25.2,10.2,16.5,8.4,0.0,,0
1346,2004-09-08,,250190390,KRAKÓW-OBSERWATORIUM,21.3,13.6,16.1,12.7,0.0,,0
1347,2004-09-09,,250190390,KRAKÓW-OBSERWATORIUM,16.7,7.1,11.0,5.2,0.0,,0
1348,2004-09-10,,250190390,KRAKÓW-OBSERWATORIUM,19.3,6.3,11.7,4.5,0.0,,0
1349,2004-09-11,,250190390,KRAKÓW-OBSERWATORIUM,24.9,4.8,13.7,3.2,0.0,,0
1350,2004-09-12,,250190390,KRAKÓW-OBSERWATORIUM,26.6,10.6,16.9,8.8,0.2,W,0
1351,2004-09-13,,250190390,KRAKÓW-OBSERWATORIUM,21.8,12.2,15.8,9.2,0.0,,0
1352,2004-09-14,,250190390,KRAKÓW-OBSERWATORIUM,28.1,9.3,17.1,7.5,0.0,W,0
1353,2004-09-15,,250190390,KRAKÓW-OBSERWATORIUM,19.0,12.2,15.3,9.6,12.6,W,0
1354,2004-09-16,,250190390,KRAKÓW-OBSERWATORIUM,19.3,13.2,15.0,9.9,0.0,,0
1355,2004-09-17,,250190390,KRAKÓW-OBSERWATORIUM,17.9,5.4,10.1,3.5,0.0,,0
1356,2004-09-18,,250190390,KRAKÓW-OBSERWATORIUM,20.2,3.6,10.3,2.0,0.0,,0
1357,2004-09-19,,250190390,KRAKÓW-OBSERWATORIUM,21.8,5.3,12.7,3.9,0.0,,0
1358,2004-09-20,,250190390,KRAKÓW-OBSERWATORIUM,22.6,8.2,14.1,6.4,0.0,,0
1359,2004-09-21,,250190390,KRAKÓW-OBSERWATORIUM,20.6,12.1,15.4,9.7,0.5,W,0
1360,2004-09-22,,250190390,KRAKÓW-OBSERWATORIUM,13.9,8.0,10.4,6.8,10.8,W,0
1361,2004-09-23,,250190390,KRAKÓW-OBSERWATORIUM,13.9,8.0,10.2,6.6,2.6,W,0
1362,2004-09-24,,250190390,KRAKÓW-OBSERWATORIUM,13.9,9.2,10.8,8.2,0.5,W,0
1363,2004-09-25,,250190390,KRAKÓW-OBSERWATORIUM,15.1,9.4,11.3,7.8,0.0,,0
1364,2004-09-26,,250190390,KRAKÓW-OBSERWATORIUM,16.1,7.7,10.7,5.5,0.0,,0
1365,2004-09-27,,250190390,KRAKÓW-OBSERWATORIUM,16.6,6.3,9.9,4.3,0.0,,0
1366,2004-09-28,,250190390,KRAKÓW-OBSERWATORIUM,16.9,7.6,12.1,4.8,0.4,W,0
1367,2004-09-29,,250190390,KRAKÓW-OBSERWATORIUM,19.8,11.2,14.5,8.3,2.4,W,0
1368,2004-09-30,,250190390,KRAKÓW-OBSERWATORIUM,15.0,11.0,12.3,8.6,4.1,W,0
1369,2004-10-01,,250190390,KRAKÓW-OBSERWATORIUM,11.5,9.5,10.4,8.8,0.6,W,0
1370,2004-10-02,,250190390,KRAKÓW-OBSERWATORIUM,18.3,9.7,12.3,7.7,0.5,W,0
1371,2004-10-03,,250190390,KRAKÓW-OBSERWATORIUM,15.4,7.2,11.0,5.3,0.0,,0
1372,2004-10-04,,250190390,KRAKÓW-OBSERWATORIUM,19.2,7.1,12.1,5.1,0.0,,0
1373,2004-10-05,,250190390,KRAKÓW-OBSERWATORIUM,24.4,7.7,13.7,5.8,0.0,,0
