Date,Accident_Count,Road_conditions_Snow,Road_conditions_Wet,Road_conditions_Dry,Road_conditions_Frost,Road_conditions_Flood,Road_conditions_Missing_Data,Weather_conditions_Unknown,Weather_conditions_Rain,Weather_conditions_Snow,Weather_conditions_Fog,Weather_conditions_Clear,Weather_conditions_Clear_and_windy,Weather_conditions_Other,Weather_conditions_Rain_and_windy,Weather_conditions_Snow_and_windy,Weather_conditions_Missing_data,Road_type_Dual_carriageway,Road_type_Unknown,Road_type_Single_carriageway,Road_type_Roundabout,Road_type_One_way_sreet,Road_type_Slip_road,Light_conditions_Darkness_lights_lit,Light_conditions_Daylight,Light_conditions_Darkness_no_lights
1979-08-03,67,0,27,40,0,0,0,14,14,0,0,32,3,0,4,0,0,2,9,53,3,0,0,12,53,2
1979-08-04,19,0,7,12,0,0,0,6,6,0,0,7,0,0,0,0,0,0,5,13,1,0,0,3,15,1
1979-08-05,58,0,4,54,0,0,0,10,2,1,0,45,0,0,0,0,0,8,7,43,0,0,0,6,51,1
1979-08-06,94,0,7,87,0,0,0,22,4,0,0,68,0,0,0,0,0,8,18,67,1,0,0,4,90,0
1979-08-07,51,0,6,45,0,0,0,20,5,0,0,26,0,0,0,0,0,2,9,38,2,0,0,6,45,0
1979-08-08,70,0,6,64,0,0,0,22,5,0,0,43,0,0,0,0,0,1,17,50,2,0,0,5,62,3
1979-08-09,63,0,10,53,0,0,0,15,6,0,0,42,0,0,0,0,0,2,13,45,3,0,0,3,59,1
1979-08-10,83,0,22,61,0,0,0,24,14,0,1,43,1,0,0,0,0,6,15,54,8,0,0,17,65,1
1979-08-11,84,0,40,43,0,1,0,28,19,0,0,35,0,0,2,0,0,10,12,52,10,0,0,26,50,8
1979-08-12,42,0,13,29,0,0,0,8,1,0,0,32,1,0,0,0,0,2,2,37,1,0,0,9,29,4
1979-08-13,97,0,43,54,0,0,0,23,36,0,0,38,0,0,0,0,0,3,16,72,6,0,0,6,89,2
1979-08-14,91,0,29,62,0,0,0,15,11,0,0,38,17,2,8,0,0,9,21,59,2,0,0,3,88,0
1979-08-15,80,0,11,69,0,0,0,10,4,0,0,64,2,0,0,0,0,4,11,60,5,0,0,6,72,2
1979-08-16,94,0,41,53,0,0,0,17,31,0,0,40,1,0,5,0,0,5,13,72,4,0,0,11,82,1
1979-08-17,82,0,45,37,0,0,0,12,27,0,0,41,0,1,1,0,0,6,9,64,3,0,0,4,77,1
1979-08-18,44,0,1,43,0,0,0,11,1,0,0,31,0,1,0,0,0,3,9,32,0,0,0,3,41,0
1979-08-19,52,0,3,49,0,0,0,6,1,0,1,44,0,0,0,0,0,3,7,42,0,0,0,5,47,0
1979-08-20,91,0,16,75,0,0,0,23,12,0,0,56,0,0,0,0,0,11,12,67,1,0,0,3,87,1
1979-08-21,96,0,9,87,0,0,0,22,1,0,0,72,1,0,0,0,0,10,18,67,1,0,0,3,93,0
1979-08-22,88,0,14,74,0,0,0,13,4,0,0,70,0,0,1,0,0,7,11,62,8,0,0,3,85,0
1979-08-23,63,0,32,31,0,0,0,15,17,0,0,31,0,0,0,0,0,4,7,46,6,0,0,2,59,2
1979-08-24,85,0,11,74,0,0,0,16,5,0,0,63,1,0,0,0,0,10,11,63,1,0,0,6,78,1
1979-08-25,60,0,8,52,0,0,0,12,5,0,0,43,0,0,0,0,0,8,8,44,0,0,0,3,55,2
1979-08-26,47,0,2,45,0,0,0,9,1,0,0,36,1,0,0,0,0,2,8,37,0,0,0,1,44,2
1979-08-27,50,0,2,48,0,0,0,5,1,0,0,44,0,0,0,0,0,2,3,43,2,0,0,2,46,2
1979-08-28,114,0,1,113,0,0,0,31,0,0,0,83,0,0,0,0,0,6,25,77,6,0,0,8,103,3
1979-08-29,103,0,0,103,0,0,0,29,1,0,0,73,0,0,0,0,0,3,18,75,7,0,0,4,97,2
1979-08-30,100,0,2,98,0,0,0,22,0,0,1,77,0,0,0,0,0,3,14,77,6,0,0,5,95,0
1979-08-31,98,0,4,94,0,0,0,23,3,0,3,69,0,0,0,0,0,1,16,74,7,0,0,2,92,4
1979-09-01,77,2,22,27,26,0,0,22,0,1,0,51,2,1,0,0,0,4,3,66,4,0,0,19,55,3
1979-09-02,41,1,8,32,0,0,0,12,1,2,0,24,2,0,0,0,0,2,8,28,3,0,0,5,34,2
1979-09-03,47,1,30,16,0,0,0,11,6,3,0,14,5,1,5,2,0,2,11,33,1,0,0,12,33,2
1979-09-04,43,0,20,23,0,0,0,9,12,0,0,20,1,1,0,0,0,5,6,29,3,0,0,4,38,1
1979-09-05,73,0,2,71,0,0,0,20,0,0,0,53,0,0,0,0,0,5,15,46,7,0,0,4,68,1
1979-09-06,62,0,3,59,0,0,0,10,3,0,0,49,0,0,0,0,0,3,6,52,1,0,0,1,57,4
1979-09-07,90,0,2,88,0,0,0,23,1,0,0,65,0,1,0,0,0,4,16,69,1,0,0,4,85,1
1979-09-08,73,0,32,41,0,0,0,13,18,0,0,38,2,0,2,0,0,4,11,52,6,0,0,7,65,1
1979-09-09,55,0,1,54,0,0,0,16,0,0,0,39,0,0,0,0,0,3,4,45,3,0,0,6,48,1
1979-09-10,83,0,30,52,0,1,0,24,14,0,0,43,0,1,1,0,0,9,14,58,2,0,0,14,64,5
1979-09-11,87,1,42,42,2,0,0,20,21,0,0,45,1,0,0,0,0,7,21,51,8,0,0,21,58,8
1979-09-12,32,0,27,5,0,0,0,3,11,0,0,11,1,0,6,0,0,2,3,25,2,0,0,11,20,1
1979-09-13,88,0,1,87,0,0,0,31,0,0,0,54,3,0,0,0,0,4,19,60,5,0,0,5,82,1
1979-09-14,88,0,5,83,0,0,0,14,1,0,0,71,1,0,1,0,0,4,13,67,4,0,0,7,81,0
1979-09-15,83,0,0,83,0,0,0,18,0,0,0,65,0,0,0,0,0,8,11,61,3,0,0,7,72,4
1979-09-16,71,0,1,70,0,0,0,16,0,0,0,50,3,1,1,0,0,1,13,55,2,0,0,4,65,2
1979-09-17,68,0,4,64,0,0,0,19,2,0,0,43,3,0,1,0,0,3,10,53,2,0,0,9,59,0
1979-09-18,66,0,14,52,0,0,0,7,12,0,0,44,3,0,0,0,0,6,5,53,2,0,0,12,53,1
1979-09-19,85,0,48,37,0,0,0,15,32,1,0,32,2,0,3,0,0,5,20,57,3,0,0,14,69,2
1979-09-20,96,0,12,84,0,0,0,28,2,0,0,54,7,0,5,0,0,3,16,71,6,0,0,9,87,0
1979-09-21,106,0,31,75,0,0,0,29,9,0,0,64,2,1,1,0,0,4,18,78,6,0,0,13,90,3
1979-09-22,61,0,1,60,0,0,0,12,1,0,1,47,0,0,0,0,0,5,7,47,2,0,0,4,57,0
1979-09-23,44,0,11,33,0,0,0,11,7,0,0,26,0,0,0,0,0,2,9,32,1,0,0,5,38,1
1979-09-24,68,0,3,65,0,0,0,20,0,0,0,48,0,0,0,0,0,6,11,46,5,0,0,9,58,1
1979-09-25,66,0,19,47,0,0,0,18,8,0,1,39,0,0,0,0,0,1,11,51,3,0,0,8,56,2
1979-09-26,94,0,37,57,0,0,0,18,27,0,0,47,1,1,0,0,0,9,13,70,2,0,0,18,72,4
1979-09-27,86,0,5,81,0,0,0,17,0,0,0,69,0,0,0,0,0,7,7,68,4,0,0,6,78,2
1979-09-28,92,0,0,91,0,0,1,19,0,0,0,73,0,0,0,0,0,5,13,73,1,0,0,10,81,1
1979-09-29,75,0,0,75,0,0,0,16,0,0,0,58,1,0,0,0,0,6,9,57,3,0,0,12,62,1
1979-09-30,41,0,0,41,0,0,0,12,0,0,0,29,0,0,0,0,0,2,10,28,1,0,0,6,34,1
1979-10-01,63,9,42,6,6,0,0,12,15,8,0,23,2,0,2,1,0,2,11,43,7,0,0,30,29,4
1979-10-02,17,0,3,14,0,0,0,3,2,0,0,11,1,0,0,0,0,2,2,13,0,0,0,4,12,1
1979-10-03,33,1,18,14,0,0,0,5,7,1,0,16,1,0,2,1,0,3,3,27,0,0,0,3,30,0
1979-10-04,57,0,20,37,0,0,0,15,11,0,0,31,0,0,0,0,0,1,7,44,5,0,0,7,50,0
1979-10-05,67,0,50,17,0,0,0,7,42,0,0,16,0,0,2,0,0,5,8,48,6,0,0,1,66,0
1979-10-06,66,0,3,63,0,0,0,13,2,0,0,50,1,0,0,0,0,4,9,49,4,0,0,4,62,0
1979-10-07,89,0,0,89,0,0,0,31,0,0,0,58,0,0,0,0,0,3,19,63,4,0,0,2,86,1
1979-10-08,88,0,8,80,0,0,0,20,6,0,0,62,0,0,0,0,0,7,14,65,2,0,0,7,79,2
1979-10-09,72,0,1,71,0,0,0,18,1,0,0,53,0,0,0,0,0,2,12,53,5,0,0,8,62,2
1979-10-10,83,0,66,17,0,0,0,16,42,0,2,22,0,1,0,0,0,4,14,55,10,0,0,10,70,3
1979-10-11,43,0,8,35,0,0,0,12,3,0,0,26,1,0,1,0,0,2,6,27,8,0,0,8,33,2
1979-10-12,106,0,57,49,0,0,0,20,28,0,0,46,2,0,9,1,0,5,6,79,16,0,0,55,41,10
1979-10-13,52,0,18,34,0,0,0,12,7,0,0,32,0,1,0,0,0,2,10,38,2,0,0,8,43,1
1979-10-14,56,0,9,47,0,0,0,17,3,0,0,36,0,0,0,0,0,3,9,42,2,0,0,8,46,2
1979-10-15,84,0,17,67,0,0,0,19,6,0,7,50,0,2,0,0,0,6,17,58,3,0,0,14,67,3
1979-10-16,79,0,8,71,0,0,0,20,2,0,2,55,0,0,0,0,0,4,16,55,4,0,0,20,54,5
1979-10-17,83,0,16,67,0,0,0,15,10,0,1,57,0,0,0,0,0,9,4,59,11,0,0,21,60,2
1979-10-18,83,0,5,78,0,0,0,15,0,0,0,67,0,1,0,0,0,5,10,60,8,0,0,16,63,4
1979-10-19,91,0,25,66,0,0,0,21,13,0,0,54,2,0,1,0,0,6,20,60,5,0,0,23,67,1
1979-10-20,65,0,0,65,0,0,0,10,0,0,0,55,0,0,0,0,0,1,12,52,0,0,0,4,60,1
1979-10-21,51,0,0,51,0,0,0,9,0,0,0,39,3,0,0,0,0,7,6,37,1,0,0,8,43,0
1979-10-22,82,0,3,79,0,0,0,26,0,0,0,49,7,0,0,0,0,8,12,60,2,0,0,11,69,2
1979-10-23,81,0,4,77,0,0,0,30,2,0,0,46,3,0,0,0,0,5,17,53,6,0,0,7,71,3
1979-10-24,67,0,12,55,0,0,0,16,3,0,0,47,1,0,0,0,0,3,13,48,3,0,0,16,51,0
1979-10-25,83,0,64,19,0,0,0,12,53,0,0,16,0,0,2,0,0,5,14,60,4,0,0,23,57,3
1979-10-26,79,0,59,20,0,0,0,10,38,0,0,30,0,1,0,0,0,4,15,51,9,0,0,23,53,3
1979-10-27,51,0,3,48,0,0,0,10,0,0,1,39,0,1,0,0,0,6,6,39,0,0,0,11,39,1
1979-10-28,34,0,6,28,0,0,0,7,2,0,0,25,0,0,0,0,0,6,6,21,1,0,0,6,26,2
1979-10-29,90,0,13,77,0,0,0,22,0,0,0,68,0,0,0,0,0,6,9,69,6,0,0,21,65,4
1979-10-30,85,0,65,20,0,0,0,13,45,0,0,24,1,0,2,0,0,5,8,59,13,0,0,30,48,7
1979-10-31,94,0,29,65,0,0,0,28,7,0,1,57,1,0,0,0,0,6,16,64,8,0,0,21,72,1
1979-11-01,47,2,18,19,7,1,0,9,1,2,0,29,3,1,1,1,0,3,5,33,6,0,0,14,31,2
1979-11-02,9,0,1,7,1,0,0,1,1,0,0,4,3,0,0,0,0,2,0,7,0,0,0,0,9,0
1979-11-03,26,0,10,16,0,0,0,6,5,0,0,12,3,0,0,0,0,1,4,20,1,0,0,0,26,0
1979-11-04,65,0,28,37,0,0,0,19,15,0,0,30,1,0,0,0,0,2,11,49,3,0,0,3,62,0
1979-11-05,65,0,19,46,0,0,0,13,9,0,0,41,1,0,1,0,0,5,8,49,3,0,0,3,60,2
1979-11-06,77,0,10,67,0,0,0,14,9,0,0,54,0,0,0,0,0,3,14,57,3,0,0,2,74,1
1979-11-07,87,0,0,87,0,0,0,22,0,0,0,65,0,0,0,0,0,4,16,63,4,0,0,5,82,0
1979-11-08,62,0,3,59,0,0,0,12,2,0,0,48,0,0,0,0,0,4,10,47,1,0,0,6,56,0
1979-11-09,82,0,4,78,0,0,0,24,2,0,0,55,0,1,0,0,0,7,13,55,7,0,0,6,76,0
1979-11-10,104,0,18,86,0,0,0,30,4,0,0,69,0,1,0,0,0,3,23,73,5,0,0,19,83,2
1979-11-11,27,0,21,6,0,0,0,4,14,0,0,6,0,0,3,0,0,2,3,21,1,0,0,15,11,1
1979-11-12,74,0,46,28,0,0,0,9,28,0,0,35,1,0,1,0,0,8,6,51,9,0,0,46,21,7
1979-11-13,61,3,5,41,12,0,0,21,1,1,0,37,0,1,0,0,0,7,7,45,2,0,0,19,41,1
1979-11-14,70,1,51,18,0,0,0,9,31,3,0,26,0,0,1,0,0,5,11,46,8,0,0,26,41,3
1979-11-15,78,0,68,10,0,0,0,7,49,0,0,22,0,0,0,0,0,3,12,53,10,0,0,32,43,3
1979-11-16,65,0,51,13,1,0,0,9,13,0,0,41,0,1,1,0,0,4,6,55,0,0,0,21,41,3
1979-11-17,31,0,20,11,0,0,0,9,14,0,0,6,1,0,1,0,0,3,7,19,2,0,0,14,16,1
1979-11-18,15,0,4,11,0,0,0,9,1,0,0,5,0,0,0,0,0,2,4,9,0,0,0,5,9,1
1979-11-19,61,0,20,40,1,0,0,13,2,0,3,43,0,0,0,0,0,4,8,47,2,0,0,26,30,5
1979-11-20,47,0,14,30,3,0,0,12,0,0,12,23,0,0,0,0,0,4,6,34,3,0,0,17,29,1
1979-11-21,52,0,33,19,0,0,0,7,5,0,7,31,2,0,0,0,0,2,7,38,5,0,0,16,30,6
1979-11-22,67,0,41,26,0,0,0,18,10,0,2,37,0,0,0,0,0,4,10,45,8,0,0,33,31,3
1979-11-23,71,0,49,22,0,0,0,16,17,0,0,36,1,0,0,1,0,9,6,50,6,0,0,32,36,3
1979-11-24,42,0,10,30,2,0,0,13,2,0,0,26,0,0,1,0,0,5,7,29,1,0,0,14,27,1
1979-11-25,17,0,11,6,0,0,0,3,3,0,0,6,4,0,1,0,0,2,1,13,1,0,0,9,7,1
1979-11-26,71,0,55,15,0,1,0,7,42,0,0,14,4,1,3,0,0,5,8,50,8,0,0,38,31,2
1979-11-27,73,0,49,24,0,0,0,16,17,0,0,37,3,0,0,0,0,4,9,52,8,0,0,35,33,5
1979-11-28,71,0,18,53,0,0,0,15,1,0,0,51,1,3,0,0,0,5,10,54,2,0,0,27,39,5
1979-11-29,59,0,11,48,0,0,0,15,1,0,1,42,0,0,0,0,0,1,7,41,10,0,0,28,29,2
1979-11-30,73,0,30,43,0,0,0,15,9,0,0,42,7,0,0,0,0,2,10,53,8,0,0,32,38,3
1979-12-01,44,3,13,16,12,0,0,13,0,1,0,29,0,1,0,0,0,3,9,28,4,0,0,14,28,2
1979-12-02,40,8,26,5,1,0,0,5,9,14,0,5,1,0,2,4,0,4,2,30,4,0,0,16,24,0
1979-12-03,48,0,3,45,0,0,0,13,0,0,0,23,12,0,0,0,0,5,8,32,3,0,0,8,40,0
1979-12-04,85,0,26,59,0,0,0,15,14,0,0,51,5,0,0,0,0,3,13,65,4,0,0,7,75,3
1979-12-05,67,0,1,66,0,0,0,15,1,0,0,51,0,0,0,0,0,4,12,48,3,0,0,4,63,0
1979-12-06,72,0,14,58,0,0,0,11,9,0,0,52,0,0,0,0,0,4,10,58,0,0,0,1,71,0
1979-12-07,103,0,0,103,0,0,0,31,0,0,0,72,0,0,0,0,0,4,14,78,7,0,0,1,101,1
1979-12-08,47,0,6,41,0,0,0,8,5,0,0,34,0,0,0,0,0,2,11,33,1,0,0,4,43,0
1979-12-09,64,0,3,61,0,0,0,16,1,0,0,45,2,0,0,0,0,5,6,50,3,0,0,6,56,2
1979-12-10,82,0,5,77,0,0,0,16,2,0,0,63,0,1,0,0,0,2,9,64,7,0,0,9,73,0
1979-12-11,71,0,23,46,2,0,0,24,3,0,0,42,1,1,0,0,0,7,12,47,5,0,0,29,37,5
1979-12-12,88,0,63,25,0,0,0,17,32,0,0,21,2,1,15,0,0,6,14,61,7,0,0,51,28,9
1979-12-13,93,0,62,31,0,0,0,16,25,0,0,47,2,0,3,0,0,6,17,65,5,0,0,52,34,7
1979-12-14,89,1,56,31,1,0,0,17,29,0,1,29,5,1,6,1,0,5,12,68,4,0,0,54,30,5
1979-12-15,24,0,16,8,0,0,0,5,3,0,0,6,6,2,2,0,0,1,3,16,4,0,0,8,16,0
1979-12-16,23,0,5,17,0,0,1,5,3,0,0,12,2,0,1,0,0,0,2,18,3,0,0,4,15,4
1979-12-17,56,0,22,34,0,0,0,13,4,0,0,14,16,0,9,0,0,4,6,45,1,0,0,34,19,3
1979-12-18,67,0,38,28,1,0,0,15,22,1,0,24,4,0,1,0,0,3,10,46,8,0,0,31,31,5
1979-12-19,53,0,31,21,1,0,0,10,14,0,0,25,3,0,1,0,0,2,6,40,5,0,0,28,23,2
1979-12-20,59,1,15,38,5,0,0,15,5,0,0,38,1,0,0,0,0,3,7,44,5,0,0,26,29,4
1979-12-21,75,11,29,26,9,0,0,17,3,17,0,35,1,0,0,2,0,3,14,56,2,0,0,28,41,6
1979-12-22,26,0,16,10,0,0,0,2,8,0,0,16,0,0,0,0,0,2,2,20,2,0,0,8,15,3
1979-12-23,14,0,10,4,0,0,0,4,3,2,0,5,0,0,0,0,0,1,3,9,1,0,0,7,5,2
1979-12-24,24,0,13,8,3,0,0,8,2,0,1,13,0,0,0,0,0,1,2,19,2,0,0,8,15,1
1979-12-25,15,2,5,3,5,0,0,5,0,0,1,9,0,0,0,0,0,1,4,10,0,0,0,4,10,1
1979-12-26,17,0,13,4,0,0,0,4,1,0,0,6,3,1,2,0,0,1,2,14,0,0,0,4,10,3
1979-12-27,30,0,28,1,1,0,0,3,15,0,0,2,1,0,9,0,0,3,5,20,2,0,0,15,12,3
1979-12-28,42,1,11,28,1,0,1,13,2,0,0,25,0,0,2,0,0,0,9,31,2,0,0,13,26,3
1979-12-29,29,0,18,9,2,0,0,6,4,1,0,16,2,0,0,0,0,3,3,20,3,0,0,8,19,2
1979-12-30,20,3,8,4,5,0,0,7,0,0,0,13,0,0,0,0,0,0,2,14,4,0,0,5,14,1
1979-12-31,41,1,17,15,8,0,0,13,1,0,0,27,0,0,0,0,0,2,5,30,4,0,0,9,30,2
1980-01-01,20,1,9,7,3,0,0,5,0,1,0,14,0,0,0,0,0,1,2,14,3,0,0,9,9,2
1980-01-02,66,1,9,52,4,0,0,13,1,0,0,52,0,0,0,0,0,5,11,45,5,0,0,17,47,2
1980-01-03,40,0,2,38,0,0,0,4,0,0,0,36,0,0,0,0,0,4,7,26,3,0,0,6,33,1
1980-01-04,68,0,34,34,0,0,0,5,28,0,0,33,0,0,2,0,0,3,14,46,5,0,0,9,59,0
1980-01-05,60,0,4,56,0,0,0,14,0,0,1,42,3,0,0,0,0,11,7,39,3,0,0,3,57,0
1980-01-06,57,0,6,51,0,0,0,6,2,0,0,48,1,0,0,0,0,1,5,48,3,0,0,2,51,4
1980-01-07,67,0,30,37,0,0,0,4,18,0,0,39,2,1,3,0,0,2,11,51,3,0,0,3,64,0
1980-01-08,95,0,10,85,0,0,0,12,5,0,0,77,0,1,0,0,0,5,12,76,2,0,0,4,90,1
1980-01-09,116,0,1,114,0,1,0,20,1,0,0,95,0,0,0,0,0,5,19,87,5,0,0,9,105,2
1980-01-10,73,1,8,64,0,0,0,12,5,0,0,51,4,1,0,0,0,4,7,54,8,0,0,12,59,2
1980-01-11,43,0,1,42,0,0,0,5,0,0,0,37,1,0,0,0,0,5,5,31,2,0,0,6,33,4
1980-01-12,61,0,20,37,4,0,0,15,8,0,1,35,0,1,1,0,0,5,9,39,8,0,0,27,33,1
1980-01-13,27,2,7,15,3,0,0,6,1,0,0,18,0,1,1,0,0,1,5,21,0,0,0,4,21,2
1980-01-14,49,8,23,15,3,0,0,9,8,7,1,23,0,1,0,0,0,6,6,33,4,0,0,23,25,1
1980-01-15,40,3,21,11,5,0,0,6,4,2,0,27,0,0,0,1,0,4,3,23,10,0,0,23,17,0
1980-01-16,53,0,22,28,3,0,0,16,1,0,0,36,0,0,0,0,0,8,9,32,4,0,0,22,27,4
1980-01-17,61,0,27,31,3,0,0,13,0,0,1,47,0,0,0,0,0,9,6,39,7,0,0,24,37,0
1980-01-18,45,0,12,32,1,0,0,11,1,0,2,31,0,0,0,0,0,0,10,34,1,0,0,23,21,1
1980-01-19,34,0,17,15,2,0,0,6,4,1,0,23,0,0,0,0,0,2,6,25,1,0,0,9,23,2
1980-01-20,38,0,17,16,5,0,0,9,3,0,0,26,0,0,0,0,0,2,4,29,3,0,0,4,34,0
1980-01-21,81,2,68,9,2,0,0,13,23,1,0,7,7,1,26,3,0,4,10,63,4,0,0,40,38,3
1980-01-22,72,0,38,34,0,0,0,21,14,1,0,30,3,0,3,0,0,2,12,50,8,0,0,33,36,3
1980-01-23,72,0,34,30,8,0,0,17,8,0,0,45,1,0,1,0,0,0,8,58,6,0,0,24,43,5
1980-01-24,70,4,17,37,12,0,0,18,2,1,2,46,0,1,0,0,0,2,7,56,5,0,0,18,52,0
1980-01-25,50,1,26,18,5,0,0,11,3,0,4,32,0,0,0,0,0,2,7,38,3,0,0,14,33,3
1980-01-26,41,0,18,20,2,0,1,6,0,0,0,34,0,1,0,0,0,3,2,32,4,0,0,11,30,0
1980-01-27,23,0,8,14,1,0,0,8,0,0,0,15,0,0,0,0,0,1,1,20,1,0,0,7,15,1
1980-01-28,45,1,27,17,0,0,0,9,11,1,0,24,0,0,0,0,0,2,7,31,5,0,0,12,31,2
1980-01-29,69,0,40,29,0,0,0,14,23,0,0,30,0,1,1,0,0,5,7,47,10,0,0,30,35,4
1980-01-30,71,0,33,38,0,0,0,14,5,0,0,49,1,2,0,0,0,9,6,49,7,0,0,33,37,1
1980-01-31,73,3,60,9,1,0,0,16,26,3,0,22,3,0,3,0,0,4,12,54,3,0,0,31,37,5
1980-02-01,33,1,8,17,7,0,0,9,0,0,0,24,0,0,0,0,0,4,1,22,6,0,0,10,23,0
1980-02-02,29,2,20,7,0,0,0,4,11,1,0,13,0,0,0,0,0,3,1,23,2,0,0,10,15,4
1980-02-03,29,0,1,28,0,0,0,7,0,0,0,21,1,0,0,0,0,1,8,18,2,0,0,2,27,0
1980-02-04,83,0,12,71,0,0,0,19,8,0,0,52,2,0,2,0,0,9,13,55,6,0,0,6,76,1
1980-02-05,69,0,4,65,0,0,0,11,3,0,0,46,9,0,0,0,0,7,6,52,4,0,0,4,64,1
1980-02-06,78,0,16,62,0,0,0,16,12,0,0,50,0,0,0,0,0,8,9,56,5,0,0,2,75,1
1980-02-07,86,0,8,78,0,0,0,14,5,0,0,66,0,1,0,0,0,3,13,65,5,0,0,1,84,1
1980-02-08,65,0,0,65,0,0,0,17,0,0,0,48,0,0,0,0,0,3,15,45,2,0,0,3,61,1
1980-02-09,111,0,1,110,0,0,0,21,1,0,0,89,0,0,0,0,0,13,14,76,8,0,0,11,98,2
1980-02-10,98,0,1,97,0,0,0,17,0,0,0,80,0,1,0,0,0,5,15,70,8,0,0,14,83,1
1980-02-11,37,0,0,37,0,0,0,6,0,0,0,31,0,0,0,0,0,4,3,30,0,0,0,7,27,3
1980-02-12,71,0,31,39,1,0,0,9,10,0,0,52,0,0,0,0,0,10,9,50,2,0,0,27,40,4
1980-02-13,54,0,3,51,0,0,0,11,1,0,0,41,0,1,0,0,0,3,8,40,3,0,0,16,37,1
1980-02-14,50,0,6,44,0,0,0,7,6,0,0,36,0,1,0,0,0,3,4,40,3,0,0,16,30,4
1980-02-15,78,0,27,51,0,0,0,11,9,0,0,57,1,0,0,0,0,4,9,54,11,0,0,12,63,3
1980-02-16,43,0,21,22,0,0,0,6,7,0,1,29,0,0,0,0,0,3,5,34,1,0,0,10,33,0
1980-02-17,38,0,7,31,0,0,0,4,3,0,0,31,0,0,0,0,0,3,4,29,2,0,0,5,32,1
1980-02-18,75,0,4,71,0,0,0,17,1,0,0,54,3,0,0,0,0,4,12,58,1,0,0,15,58,2
1980-02-19,52,0,2,50,0,0,0,14,0,0,0,38,0,0,0,0,0,7,8,32,5,0,0,10,39,3
1980-02-20,50,0,1,49,0,0,0,15,0,0,0,35,0,0,0,0,0,5,6,38,1,0,0,14,34,2
1980-02-21,55,0,27,28,0,0,0,12,16,0,0,26,0,1,0,0,0,1,6,43,5,0,0,19,34,2
1980-02-22,82,0,61,21,0,0,0,9,44,0,1,26,0,0,2,0,0,6,10,62,4,0,0,18,61,3
1980-02-23,40,0,6,34,0,0,0,5,1,0,1,33,0,0,0,0,0,4,4,30,2,0,0,9,31,0
1980-02-24,22,0,14,8,0,0,0,2,7,0,1,12,0,0,0,0,0,2,2,16,2,0,0,3,19,0
1980-02-25,64,1,33,27,3,0,0,8,17,0,5,33,0,0,1,0,0,5,8,43,8,0,0,17,45,2
1980-02-26,49,1,16,32,0,0,0,8,4,0,1,36,0,0,0,0,0,2,6,35,6,0,0,14,33,2
1980-02-27,45,0,4,41,0,0,0,13,1,0,1,30,0,0,0,0,0,4,8,29,4,0,0,9,35,1
1980-02-28,55,0,4,51,0,0,0,7,1,0,0,45,0,2,0,0,0,7,6,40,2,0,0,14,40,1
1980-02-29,55,0,8,47,0,0,0,10,3,0,1,41,0,0,0,0,0,7,9,33,6,0,0,7,46,2
1980-03-01,53,3,43,1,6,0,0,5,40,1,0,6,0,0,1,0,0,4,13,30,6,0,0,30,20,3
1980-03-02,15,1,12,1,0,1,0,2,8,1,0,4,0,0,0,0,0,0,3,11,1,0,0,5,10,0
1980-03-03,82,0,2,80,0,0,0,21,0,0,0,61,0,0,0,0,0,6,12,60,4,0,0,13,68,1
1980-03-04,73,0,0,73,0,0,0,13,0,0,0,60,0,0,0,0,0,6,6,54,7,0,0,7,66,0
1980-03-05,56,0,0,56,0,0,0,8,0,0,0,40,8,0,0,0,0,4,5,45,2,0,0,1,55,0
1980-03-06,72,0,2,70,0,0,0,18,2,0,0,52,0,0,0,0,0,4,16,48,4,0,0,1,70,1
1980-03-07,74,0,4,70,0,0,0,12,2,0,0,59,0,1,0,0,0,4,9,61,0,0,0,3,69,2
1980-03-08,50,0,9,41,0,0,0,10,7,0,0,33,0,0,0,0,0,2,7,37,4,0,0,2,47,1
1980-03-09,109,0,1,108,0,0,0,14,0,0,0,94,0,1,0,0,0,9,14,81,5,0,0,12,95,2
1980-03-10,90,0,4,86,0,0,0,14,3,0,0,73,0,0,0,0,0,8,8,71,3,0,0,10,78,2
1980-03-11,78,0,3,74,1,0,0,16,2,0,0,60,0,0,0,0,0,8,10,55,5,0,0,23,51,4
1980-03-12,55,0,15,39,1,0,0,5,5,0,0,42,1,0,1,1,0,4,6,42,3,0,0,22,33,0
1980-03-13,67,0,7,60,0,0,0,22,2,0,0,42,0,1,0,0,0,5,13,48,1,0,0,16,49,2
1980-03-14,57,0,24,33,0,0,0,13,11,0,0,32,1,0,0,0,0,5,9,37,6,0,0,15,41,1
1980-03-15,25,0,5,20,0,0,0,0,2,0,0,23,0,0,0,0,0,1,1,22,1,0,0,3,21,1
1980-03-16,31,0,2,29,0,0,0,6,0,0,0,25,0,0,0,0,0,3,4,23,1,0,0,3,26,2
1980-03-17,52,4,37,10,1,0,0,2,27,3,0,14,0,1,3,2,0,4,7,35,6,0,0,3,47,2
1980-03-18,54,3,39,12,0,0,0,2,19,6,0,11,7,0,7,2,0,5,3,41,5,0,0,11,42,1
1980-03-19,43,0,28,15,0,0,0,4,8,2,0,12,7,0,5,5,0,4,4,31,4,0,0,5,37,1
1980-03-20,33,0,2,31,0,0,0,8,0,1,0,17,7,0,0,0,0,1,3,28,1,0,0,3,29,1
